Source Name	Comment[ENA_SAMPLE]	Material Type	Provider	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell property]	Characteristics[developmental stage]	Characteristics[cell type]	Characteristics[phenotype]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_LENGTH]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[MD5]	Comment[READ_INDEX_1_BASE_COORD]	Comment[SPOT_LENGTH]	Factor Value[cell type]
SQ_0151	ERS403437	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0151	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	446	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0151	sequencing assay	ERX397902	SQ_0151_R2.fastq.gz	SQ_0151_R2.fastq.gz	ERR431603	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431603/ERR431603_2.fastq.gz	a8f80494327ca9216ac12d54d0fde116	102	101	CD4 Effector Memory
SQ_0152	ERS403391	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0152	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	448	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0152	sequencing assay	ERX397856	SQ_0152_R2.fastq.gz	SQ_0152_R2.fastq.gz	ERR431616	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431616/ERR431616_2.fastq.gz	e6ad652aa65182d6e905947ebc6d76d2	102	101	CD4 Effector Memory
SQ_0153	ERS403414	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0153	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	372	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0153	sequencing assay	ERX397879	SQ_0153_R2.fastq.gz	SQ_0153_R2.fastq.gz	ERR431575	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431575/ERR431575_2.fastq.gz	caa2cab71ac3748c31ac60102c8b993e	102	101	CD4 Effector Memory
SQ_0154	ERS403381	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Effector Memory	CD4+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0154	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	447	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0154	sequencing assay	ERX397846	SQ_0154_R2.fastq.gz	SQ_0154_R2.fastq.gz	ERR431588	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431588/ERR431588_2.fastq.gz	f7188709777ebfcdec5bfd1c27931fc1	102	101	CD4 Effector Memory
SQ_0155	ERS403394	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0155	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	409	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0155	sequencing assay	ERX397859	SQ_0155_R2.fastq.gz	SQ_0155_R2.fastq.gz	ERR431612	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431612/ERR431612_2.fastq.gz	353f511b4321867eb9b3111168c786bf	102	101	CD8 Naive
SQ_0156	ERS403392	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0156	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	436	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0156	sequencing assay	ERX397857	SQ_0156_R2.fastq.gz	SQ_0156_R2.fastq.gz	ERR431605	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431605/ERR431605_2.fastq.gz	6590757af9f940199a1299f0352925d6	102	101	CD8 Naive
SQ_0157	ERS403424	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0157	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	458	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0157	sequencing assay	ERX397889	SQ_0157_R2.fastq.gz	SQ_0157_R2.fastq.gz	ERR431623	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431623/ERR431623_2.fastq.gz	20d0c8ec20fa40a4ac308114da4200f7	102	101	CD8 Naive
SQ_0158	ERS403398	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0158	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	450	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0158	sequencing assay	ERX397863	SQ_0158_R2.fastq.gz	SQ_0158_R2.fastq.gz	ERR431627	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431627/ERR431627_2.fastq.gz	49f292d7bb805e7b6537445ba80d0291	102	101	CD8 Naive
SQ_0159	ERS403379	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Naive	CD8+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0159	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	440	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0159	sequencing assay	ERX397844	SQ_0159_R2.fastq.gz	SQ_0159_R2.fastq.gz	ERR431592	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431592/ERR431592_2.fastq.gz	6a6663a499b9b72e196f470339dfaec6	102	101	CD8 Naive
SQ_0160	ERS403377	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Central Memory	CD8+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0160	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	467	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0160	sequencing assay	ERX397842	SQ_0160_R2.fastq.gz	SQ_0160_R2.fastq.gz	ERR431607	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431607/ERR431607_2.fastq.gz	fafc5ff27dd8a2fb1b10194d0ffcf1fd	102	101	CD8 Central Memory
SQ_0161	ERS403406	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Central Memory	CD8+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0161	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	458	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0161	sequencing assay	ERX397871	SQ_0161_R2.fastq.gz	SQ_0161_R2.fastq.gz	ERR431578	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431578/ERR431578_2.fastq.gz	d5e3017508d66ca2cd5cc826dec82ef9	102	101	CD8 Central Memory
SQ_0162	ERS403399	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Central Memory	CD8+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0162	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	451	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0162	sequencing assay	ERX397864	SQ_0162_R2.fastq.gz	SQ_0162_R2.fastq.gz	ERR431593	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431593/ERR431593_2.fastq.gz	735ae7d356cd4a960bfc3601b6789715	102	101	CD8 Central Memory
SQ_0163	ERS403423	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Central Memory	CD8+ CCR7+ CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0163	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	445	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0163	sequencing assay	ERX397888	SQ_0163_R2.fastq.gz	SQ_0163_R2.fastq.gz	ERR431602	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431602/ERR431602_2.fastq.gz	556f475c9845235bf27802c23a075644	102	101	CD8 Central Memory
SQ_0164	ERS403427	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Naive	CD19+ CD5- CD27-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0164	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	449	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0164	sequencing assay	ERX397892	SQ_0164_R2.fastq.gz	SQ_0164_R2.fastq.gz	ERR431586	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431586/ERR431586_2.fastq.gz	ebaa1f5ff8848d06b40759f112be180e	102	101	B Naive
SQ_0165	ERS403397	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0165	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	438	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0165	sequencing assay	ERX397862	SQ_0165_R2.fastq.gz	SQ_0165_R2.fastq.gz	ERR431621	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431621/ERR431621_2.fastq.gz	ad254b60d10fbe68bb8e9195d67575ef	102	101	CD8 Effector Memory
SQ_0166	ERS403418	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0166	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	462	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0166	sequencing assay	ERX397883	SQ_0166_R2.fastq.gz	SQ_0166_R2.fastq.gz	ERR431585	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431585/ERR431585_2.fastq.gz	7d43c70c844eaff2298542da08f34500	102	101	CD8 Effector Memory
SQ_0167	ERS403413	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0167	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	448	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0167	sequencing assay	ERX397878	SQ_0167_R2.fastq.gz	SQ_0167_R2.fastq.gz	ERR431573	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431573/ERR431573_2.fastq.gz	b5ef39f3dcf276efcc3ce735d1ee0625	102	101	CD8 Effector Memory
SQ_0168	ERS403421	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0168	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	445	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0168	sequencing assay	ERX397886	SQ_0168_R2.fastq.gz	SQ_0168_R2.fastq.gz	ERR431590	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431590/ERR431590_2.fastq.gz	a77ada6b6ab0eceed2763a72d299c89a	102	101	CD8 Effector Memory
SQ_0169	ERS403429	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD8 Effector Memory	CD8+ CCR7- CD45RA- CD45RO+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0169	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	445	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0169	sequencing assay	ERX397894	SQ_0169_R2.fastq.gz	SQ_0169_R2.fastq.gz	ERR431567	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431567/ERR431567_2.fastq.gz	062bf45d8d2062f79e957bc313543ab6	102	101	CD8 Effector Memory
SQ_0170	ERS403422	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B CD5	CD19+ CD5+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0170	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	467	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0170	sequencing assay	ERX397887	SQ_0170_R2.fastq.gz	SQ_0170_R2.fastq.gz	ERR431599	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431599/ERR431599_2.fastq.gz	b23a21d1dea86b3ffbffd0d9100a0872	102	101	B CD5
SQ_0171	ERS403419	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B CD5	CD19+ CD5+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0171	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	459	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0171	sequencing assay	ERX397884	SQ_0171_R2.fastq.gz	SQ_0171_R2.fastq.gz	ERR431596	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431596/ERR431596_2.fastq.gz	88ddfeaecc5e7b956e7216d84814bad7	102	101	B CD5
SQ_0172	ERS403409	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B CD5	CD19+ CD5+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0172	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	448	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0172	sequencing assay	ERX397874	SQ_0172_R2.fastq.gz	SQ_0172_R2.fastq.gz	ERR431591	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431591/ERR431591_2.fastq.gz	3b7c926faca663fe4828cad85101cf74	102	101	B CD5
SQ_0173	ERS403393	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B CD5	CD19+ CD5+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0173	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	356	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0173	sequencing assay	ERX397858	SQ_0173_R2.fastq.gz	SQ_0173_R2.fastq.gz	ERR431568	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431568/ERR431568_2.fastq.gz	dc509070645f512f442deb2994fc69d9	102	101	B CD5
SQ_0174	ERS403402	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Naive	CD19+ CD5- CD27-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0174	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	458	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0174	sequencing assay	ERX397867	SQ_0174_R2.fastq.gz	SQ_0174_R2.fastq.gz	ERR431611	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431611/ERR431611_2.fastq.gz	fee6db23f5cf0327012d3bb40daa4ef9	102	101	B Naive
SQ_0175	ERS403405	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Naive	CD4+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0175	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	410	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0175	sequencing assay	ERX397870	SQ_0175_R2.fastq.gz	SQ_0175_R2.fastq.gz	ERR431581	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431581/ERR431581_2.fastq.gz	558a8b0b49bf93a986e59989b7908b8c	102	101	CD4 Naive
SQ_0176	ERS403426	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	CD4 Naive	CD4+ CCR7+ CD45RA+ CD45RO-	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0176	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	416	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0176	sequencing assay	ERX397891	SQ_0176_R2.fastq.gz	SQ_0176_R2.fastq.gz	ERR431574	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431574/ERR431574_2.fastq.gz	d703b4116b7ef109993fa447f7570a25	102	101	CD4 Naive
SQ_0177	ERS403432	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Memory	CD19+ CD5- CD27+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0177	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	403	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0177	sequencing assay	ERX397897	SQ_0177_R2.fastq.gz	SQ_0177_R2.fastq.gz	ERR431613	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431613/ERR431613_2.fastq.gz	05fc7fec8786b1c5e2853b0626f3234c	102	101	B Memory
SQ_0178	ERS403385	cell	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi	Homo sapiens	fresh specimen	wild type genotype	blood	primary cell	differentiated	B Memory	CD19+ CD5- CD27+	P-MTAB-37618	P-MTAB-37619	P-MTAB-37620	SQ_0178	polyA RNA	PAIRED	TRANSCRIPTOMIC	ncRNA-Seq	RANDOM	433	5'-3'-3'-5'	P-MTAB-37621	Istituto Nazionale Genetica Molecolare Romeo ed Enrica Invernizzi, Milan, Italy	SQ_0178	sequencing assay	ERX397850	SQ_0178_R2.fastq.gz	SQ_0178_R2.fastq.gz	ERR431608	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR431/ERR431608/ERR431608_2.fastq.gz	22ec5f879cb1ccc95aadf97042e01456	102	101	B Memory
